ID_Record,Log ID,Time Stamp,User ID,IP Address,Hostname,Log Level,Status,Reference ID,Source,Log Error Code,Log Error Code Description
849,693367018,2022-09-26,U040894,128.248.130.201,ytjdnzjgl4v0g.com,NORMAL,Pending,R016945,Scheduler,405 Method Not Allowed,Occurs when a request method is not supported for the requested resource.
616,876483896,2018-09-30,U050081,94.124.48.148,y9jlprlc4yseq0.com,DEBUG,Warning,R042608,Database,403 Forbidden,Logged when the server understands the request but refuses to authorize it. This can be due to lack of access rights to the resource.
950,805263148,2016-09-13,U068689,221.55.104.145,7l1l9xqxg5.com,ERROR,Timed Out,R000629,Network,504 Gateway Timeout,"Logged when the server, while acting as a gateway or proxy, did not receive a timely response from the upstream server."
800,755262148,2023-10-17,U001515,100.73.132.238,hst7d6pnv7n3.com,NORMAL,Queued,R049284,System,410 Gone,Indicates that the resource requested is no longer available and will not be available again.
774,236985033,2010-04-15,U010123,24.38.19.11,nhdds1jjp.com,NORMAL,In Progress,R068380,External Service,405 Method Not Allowed,Occurs when a request method is not supported for the requested resource.
377,681976511,2017-12-23,U077650,138.197.69.91,gfuexsd.com,NORMAL,In Progress,R069150,Security System,502 Bad Gateway,"Logged when the server, while acting as a gateway or proxy, received an invalid response from the upstream server."
140,849672660,2018-08-01,U078181,46.104.183.166,6yb2iprfp.com,NORMAL,In Progress,R054184,Application,413 Payload Too Large,Occurs when the request entity is larger than limits defined by server; the server might close the connection or return a Retry-After header field.
740,110169873,2023-05-13,U014410,84.136.253.29,4tg61meishkid8.com,DEBUG,Failed,R075688,Network,403 Forbidden,Logged when the server understands the request but refuses to authorize it. This can be due to lack of access rights to the resource.
550,493540817,2015-04-25,U025608,81.226.175.109,qku3e16lx6.com,WARNING,Timed Out,R036622,Device,406 Not Acceptable,Logged when the server cannot produce a response matching the list of acceptable values defined in the request's proactive content negotiation headers.
146,428027201,2016-03-26,U018173,120.168.150.246,auts488r61m.com,DEBUG,Cancelled,R074844,Database,400 Bad Request,"Indicates that the server cannot or will not process the request due to a client error (e.g., malformed request syntax)."
44,419202410,2020-08-14,U072191,152.34.250.49,cd41ehj44xk9blk.com,DEBUG,Timed Out,R040584,System,500 Internal Server Error,Indicates a generic error message when the server encounters an unexpected condition that prevents it from fulfilling the request.
561,227355948,2015-07-29,U002825,208.158.157.116,vtlqji9whq77ux.com,NORMAL,Completed Successfully,R084737,External Service,405 Method Not Allowed,Occurs when a request method is not supported for the requested resource.
731,477682462,2012-06-16,U088579,150.110.24.52,9p5z5vpsdjw.com,CRITICAL,Cancelled,R029205,System,401 Unauthorized,Occurs when authentication is required and has failed or has not been provided yet.
802,707814933,2023-02-16,U063915,217.248.146.46,hqc74244wp9vcd.com,DEBUG,Timed Out,R004925,Scheduler,504 Gateway Timeout,"Logged when the server, while acting as a gateway or proxy, did not receive a timely response from the upstream server."
794,255193199,2017-10-15,U045897,186.53.167.246,rvarsrpmowbbg.com,NORMAL,Completed Successfully,R066960,System,502 Bad Gateway,"Logged when the server, while acting as a gateway or proxy, received an invalid response from the upstream server."
987,744821406,2023-12-21,U093929,49.70.181.31,a0g1qzh4qlh5hxh.com,NORMAL,Completed Successfully,R067406,Security System,429 Too Many Requests,Logged when the user has sent too many requests in a given amount of time ('rate limiting').
430,976707280,2013-02-18,U031038,110.132.116.71,p55ufjqrnros.com,CRITICAL,Warning,R098235,Network,412 Precondition Failed,Indicates that one or more conditions in the request header fields evaluated to false.
830,983844060,2016-07-12,U030353,18.110.140.41,pm2t20vlw2.com,NORMAL,In Progress,R050010,Network,500 Internal Server Error,Indicates a generic error message when the server encounters an unexpected condition that prevents it from fulfilling the request.
380,629799650,2023-07-16,U076552,43.27.47.246,4m44egjipoqoxe.com,NORMAL,Completed Successfully,R032150,Database,405 Method Not Allowed,Occurs when a request method is not supported for the requested resource.
500,296588396,2012-06-10,U029742,198.175.250.176,dczqngx.com,NORMAL,Queued,R024738,Error Handler,404 Not Found,Logs when a requested resource could not be found on the server. Commonly occurs when a URL is mistyped or a page has been removed.
332,320340276,2013-04-02,U029638,157.92.166.245,zt4hcukpfg.com,NORMAL,In Progress,R089091,Network,403 Forbidden,Logged when the server understands the request but refuses to authorize it. This can be due to lack of access rights to the resource.
455,662450268,2012-06-13,U056213,100.204.194.180,2lfkzfwla2uy8.com,NORMAL,Completed Successfully,R051629,Error Handler,503 Service Unavailable,"Indicates that the server is not ready to handle the request, typically due to temporary overloading or maintenance."
636,900787696,2016-03-15,U010746,118.244.253.124,psrfg2wjt5xdy8f.com,NORMAL,Pending,R080435,External Service,408 Request Timeout,Occurs when the server times out waiting for the request from the client.
470,784226502,2010-09-15,U062476,34.166.14.95,4d3jywpx4fx20qw.com,INFO,In Progress,R074263,Security System,504 Gateway Timeout,"Logged when the server, while acting as a gateway or proxy, did not receive a timely response from the upstream server."
525,167211108,2014-03-12,U050447,105.227.135.155,ko2tel3t1k.com,NORMAL,Pending,R069991,Scheduler,502 Bad Gateway,"Logged when the server, while acting as a gateway or proxy, received an invalid response from the upstream server."
404,385494807,2011-05-31,U095450,63.230.249.139,f5ezinp5sv1.com,NORMAL,Pending,R086203,System,503 Service Unavailable,"Indicates that the server is not ready to handle the request, typically due to temporary overloading or maintenance."
449,808524828,2021-09-19,U061003,211.164.6.14,rqo5fwfu0.com,NORMAL,In Progress,R019760,Scheduler,504 Gateway Timeout,"Logged when the server, while acting as a gateway or proxy, did not receive a timely response from the upstream server."
343,134678563,2010-12-30,U025485,95.183.215.18,2wc5u3nwiahxi.com,NORMAL,Queued,R091992,External Service,429 Too Many Requests,Logged when the user has sent too many requests in a given amount of time ('rate limiting').
172,458391424,2012-04-08,U024273,169.152.63.185,996jnhp0akj.com,INFO,Pending,R078529,Security System,408 Request Timeout,Occurs when the server times out waiting for the request from the client.
481,206628215,2019-04-13,U002705,180.211.231.45,4ue3c7cuz4l.com,NORMAL,Queued,R082520,Device,412 Precondition Failed,Indicates that one or more conditions in the request header fields evaluated to false.
540,806511291,2014-03-21,U096487,161.207.225.250,r0sl3glvl.com,WARNING,Timed Out,R060246,System,412 Precondition Failed,Indicates that one or more conditions in the request header fields evaluated to false.
157,608841255,2015-11-18,U061482,211.46.211.193,gj17n7fgfph8.com,NORMAL,Pending,R078459,Database,401 Unauthorized,Occurs when authentication is required and has failed or has not been provided yet.
277,117400711,2016-02-01,U021578,21.24.223.49,gj1wdsnr.com,NORMAL,Queued,R046708,Security System,400 Bad Request,"Indicates that the server cannot or will not process the request due to a client error (e.g., malformed request syntax)."
61,555124547,2016-05-22,U008484,47.99.113.94,5yzou3r7.com,NORMAL,Queued,R094339,System,412 Precondition Failed,Indicates that one or more conditions in the request header fields evaluated to false.
60,667032081,2016-03-07,U015921,245.213.174.234,209nwrk8bf2.com,INFO,Queued,R008640,Error Handler,404 Not Found,Logs when a requested resource could not be found on the server. Commonly occurs when a URL is mistyped or a page has been removed.
241,398328462,2016-03-16,U022747,153.119.30.208,e83tbn50.com,CRITICAL,Warning,R078151,System,500 Internal Server Error,Indicates a generic error message when the server encounters an unexpected condition that prevents it from fulfilling the request.
829,694780969,2020-11-14,U001402,251.30.55.51,h3ox4s0z78pt.com,CRITICAL,Cancelled,R078866,System,410 Gone,Indicates that the resource requested is no longer available and will not be available again.
97,961881693,2015-05-27,U001563,59.21.234.236,4u5yp9j9fvxn934.com,NORMAL,Queued,R030181,Device,404 Not Found,Logs when a requested resource could not be found on the server. Commonly occurs when a URL is mistyped or a page has been removed.
289,282609262,2011-06-03,U026103,27.187.153.175,4ipem7ytg2r.com,NORMAL,Pending,R029027,User,412 Precondition Failed,Indicates that one or more conditions in the request header fields evaluated to false.
84,764801442,2010-10-28,U057238,250.220.218.101,rljuhxncx4xk.com,CRITICAL,Timed Out,R073516,Scheduler,403 Forbidden,Logged when the server understands the request but refuses to authorize it. This can be due to lack of access rights to the resource.
997,726455928,2023-07-01,U032294,55.93.54.127,mzsq1v1cvs.com,NORMAL,Queued,R081532,External Service,502 Bad Gateway,"Logged when the server, while acting as a gateway or proxy, received an invalid response from the upstream server."
715,674336942,2018-11-14,U076721,167.107.219.76,t50xtlv.com,NORMAL,Pending,R048889,Device,401 Unauthorized,Occurs when authentication is required and has failed or has not been provided yet.
498,456803427,2014-09-08,U002322,98.238.149.134,gb35a8p.com,NORMAL,Pending,R056465,Application,400 Bad Request,"Indicates that the server cannot or will not process the request due to a client error (e.g., malformed request syntax)."
208,102204907,2010-12-10,U034102,55.137.118.187,gifpq2h79w072nm.com,NORMAL,In Progress,R079374,Application,503 Service Unavailable,"Indicates that the server is not ready to handle the request, typically due to temporary overloading or maintenance."
503,637400636,2015-03-01,U062303,14.55.203.162,eic58aqw.com,NORMAL,Queued,R001516,Error Handler,405 Method Not Allowed,Occurs when a request method is not supported for the requested resource.
553,554549696,2021-03-20,U045931,0.242.107.17,uwxjom14j.com,INFO,In Progress,R013973,External Service,429 Too Many Requests,Logged when the user has sent too many requests in a given amount of time ('rate limiting').
830,439240051,2011-07-22,U029794,91.232.100.31,pdza9jz2f9d.com,NORMAL,In Progress,R056438,Application,412 Precondition Failed,Indicates that one or more conditions in the request header fields evaluated to false.
512,336191807,2021-02-18,U038242,127.239.218.179,rpjcgy3dkk01qs.com,NORMAL,Queued,R028174,External Service,502 Bad Gateway,"Logged when the server, while acting as a gateway or proxy, received an invalid response from the upstream server."
530,836942050,2022-07-19,U080858,194.10.36.37,vugo8ql.com,NORMAL,In Progress,R011146,Error Handler,403 Forbidden,Logged when the server understands the request but refuses to authorize it. This can be due to lack of access rights to the resource.
152,506392030,2013-01-02,U010104,121.211.1.12,yjvl5kgu292.com,INFO,Completed Successfully,R039105,Database,413 Payload Too Large,Occurs when the request entity is larger than limits defined by server; the server might close the connection or return a Retry-After header field.
982,763185149,2010-12-01,U075011,104.126.12.148,equdytgil2ba9.com,NORMAL,In Progress,R038322,Network,406 Not Acceptable,Logged when the server cannot produce a response matching the list of acceptable values defined in the request's proactive content negotiation headers.
555,411463673,2014-08-01,U081866,183.29.110.126,jymlxuo6h.com,NORMAL,In Progress,R021762,Scheduler,504 Gateway Timeout,"Logged when the server, while acting as a gateway or proxy, did not receive a timely response from the upstream server."
602,468327363,2013-05-19,U018571,222.88.40.49,1vu7jhe1q68udd0.com,CRITICAL,Cancelled,R028107,Application,406 Not Acceptable,Logged when the server cannot produce a response matching the list of acceptable values defined in the request's proactive content negotiation headers.
395,552421394,2021-08-20,U031077,81.74.121.79,o8qvigy4em7c7.com,NORMAL,Pending,R036828,Error Handler,403 Forbidden,Logged when the server understands the request but refuses to authorize it. This can be due to lack of access rights to the resource.
415,591747848,2021-05-31,U021540,33.32.35.132,hdw3ycg375crm.com,NORMAL,Queued,R097950,External Service,413 Payload Too Large,Occurs when the request entity is larger than limits defined by server; the server might close the connection or return a Retry-After header field.
121,828593915,2014-07-14,U048160,18.242.198.30,jd6alfo8g9.com,NORMAL,Pending,R080102,Scheduler,404 Not Found,Logs when a requested resource could not be found on the server. Commonly occurs when a URL is mistyped or a page has been removed.
749,401526486,2023-07-22,U018743,92.239.42.174,k68p7kfp6s5tj.com,NORMAL,In Progress,R020378,Application,502 Bad Gateway,"Logged when the server, while acting as a gateway or proxy, received an invalid response from the upstream server."
105,804540267,2022-10-11,U015541,96.31.19.163,buy2zrksmp8k5a.com,NORMAL,Pending,R016210,System,400 Bad Request,"Indicates that the server cannot or will not process the request due to a client error (e.g., malformed request syntax)."
403,299839259,2014-06-12,U068567,86.217.189.194,48pfkl0o8d3.com,NORMAL,Pending,R054693,Device,500 Internal Server Error,Indicates a generic error message when the server encounters an unexpected condition that prevents it from fulfilling the request.
709,620297101,2016-04-08,U020866,169.111.37.195,yggggryzns.com,WARNING,Warning,R023845,Scheduler,400 Bad Request,"Indicates that the server cannot or will not process the request due to a client error (e.g., malformed request syntax)."
848,184421837,2016-04-26,U007947,254.232.65.198,x09t8mi.com,CRITICAL,Timed Out,R088174,User,400 Bad Request,"Indicates that the server cannot or will not process the request due to a client error (e.g., malformed request syntax)."
592,215461978,2014-01-15,U056662,164.1.53.7,cqkl49c05goj.com,NORMAL,Queued,R054858,Error Handler,500 Internal Server Error,Indicates a generic error message when the server encounters an unexpected condition that prevents it from fulfilling the request.
961,615062796,2014-11-19,U026558,107.234.251.108,kz2m0acipo6fey5.com,NORMAL,Queued,R018521,Database,500 Internal Server Error,Indicates a generic error message when the server encounters an unexpected condition that prevents it from fulfilling the request.
602,483261432,2021-08-11,U078176,62.253.130.185,ytvuhk2vslpe.com,NORMAL,In Progress,R079584,User,403 Forbidden,Logged when the server understands the request but refuses to authorize it. This can be due to lack of access rights to the resource.
181,628723873,2017-06-26,U004334,56.225.208.180,x0o3vttr.com,NORMAL,Completed Successfully,R074783,User,413 Payload Too Large,Occurs when the request entity is larger than limits defined by server; the server might close the connection or return a Retry-After header field.
34,814111971,2010-06-29,U097785,15.2.175.164,ej449l8sh4pfi79.com,NORMAL,Pending,R001402,User,401 Unauthorized,Occurs when authentication is required and has failed or has not been provided yet.
177,804679419,2017-05-27,U009690,48.251.228.19,hpuzwpgvea1l3.com,NORMAL,Completed Successfully,R005087,Error Handler,403 Forbidden,Logged when the server understands the request but refuses to authorize it. This can be due to lack of access rights to the resource.
725,965236120,2013-02-13,U000251,130.212.251.113,ntlpobrweb9.com,NORMAL,In Progress,R068722,Scheduler,413 Payload Too Large,Occurs when the request entity is larger than limits defined by server; the server might close the connection or return a Retry-After header field.
400,390489192,2013-01-02,U013132,68.221.34.90,aphlmnb.com,NORMAL,Pending,R040676,System,429 Too Many Requests,Logged when the user has sent too many requests in a given amount of time ('rate limiting').
410,244897990,2014-03-07,U053553,29.220.3.20,tagqgd486paih.com,ERROR,Failed,R081948,Network,400 Bad Request,"Indicates that the server cannot or will not process the request due to a client error (e.g., malformed request syntax)."
673,916404116,2013-06-27,U003101,39.133.62.133,wq8ppg3rdqa4n.com,WARNING,Timed Out,R086886,Device,504 Gateway Timeout,"Logged when the server, while acting as a gateway or proxy, did not receive a timely response from the upstream server."
546,992636562,2019-06-12,U084835,15.48.227.188,ayjdrhvgufmnrz2.com,DEBUG,Warning,R059465,Error Handler,412 Precondition Failed,Indicates that one or more conditions in the request header fields evaluated to false.
747,867728659,2022-09-06,U014129,158.104.89.54,7zi9i3l848.com,NORMAL,Pending,R012297,System,500 Internal Server Error,Indicates a generic error message when the server encounters an unexpected condition that prevents it from fulfilling the request.
351,284622979,2016-10-18,U009026,108.180.221.116,st7unbdl8hca.com,NORMAL,Completed Successfully,R091797,Network,404 Not Found,Logs when a requested resource could not be found on the server. Commonly occurs when a URL is mistyped or a page has been removed.
312,948386704,2022-12-15,U067045,112.255.177.61,i5zzbwgb.com,NORMAL,Queued,R024400,Scheduler,408 Request Timeout,Occurs when the server times out waiting for the request from the client.
859,939499870,2011-01-04,U011915,27.152.157.228,vg8tggipki.com,DEBUG,Cancelled,R027976,External Service,401 Unauthorized,Occurs when authentication is required and has failed or has not been provided yet.
799,702781497,2017-01-26,U066286,123.206.209.148,w2nbv1a.com,NORMAL,Queued,R089004,Error Handler,405 Method Not Allowed,Occurs when a request method is not supported for the requested resource.
1000,200934338,2017-07-23,U065652,163.218.102.217,sa5xua8.com,NORMAL,Completed Successfully,R047880,Security System,408 Request Timeout,Occurs when the server times out waiting for the request from the client.
312,163850784,2011-02-17,U028727,154.102.245.242,0um0z18qmtnm.com,ERROR,Warning,R033167,Device,413 Payload Too Large,Occurs when the request entity is larger than limits defined by server; the server might close the connection or return a Retry-After header field.
618,292499107,2022-09-24,U078954,24.183.197.211,6e8ba4fx1vbb.com,NORMAL,In Progress,R064095,Error Handler,405 Method Not Allowed,Occurs when a request method is not supported for the requested resource.
970,911229005,2020-03-08,U055587,68.69.5.138,tnney95vla6tay2.com,NORMAL,Queued,R027036,Security System,400 Bad Request,"Indicates that the server cannot or will not process the request due to a client error (e.g., malformed request syntax)."
131,291613921,2014-09-07,U011983,132.174.81.111,j58r5isg57wgrl.com,INFO,In Progress,R028684,Network,413 Payload Too Large,Occurs when the request entity is larger than limits defined by server; the server might close the connection or return a Retry-After header field.
277,124587194,2015-11-22,U076042,154.178.151.221,41tarpvbbcpjg.com,NORMAL,Completed Successfully,R054130,Database,503 Service Unavailable,"Indicates that the server is not ready to handle the request, typically due to temporary overloading or maintenance."
545,180780662,2012-01-10,U085917,76.189.203.225,80hwr9t4xpju49.com,DEBUG,Cancelled,R032137,Security System,429 Too Many Requests,Logged when the user has sent too many requests in a given amount of time ('rate limiting').
359,609402392,2016-11-25,U058125,235.132.180.209,pmap1g79wd.com,NORMAL,In Progress,R070773,System,502 Bad Gateway,"Logged when the server, while acting as a gateway or proxy, received an invalid response from the upstream server."
836,372094464,2020-04-27,U049742,166.152.255.178,93s5zh8zrqgs.com,NORMAL,Pending,R048621,User,405 Method Not Allowed,Occurs when a request method is not supported for the requested resource.
470,460240323,2015-04-03,U021169,163.52.24.146,2l1hfpwlglj.com,NORMAL,In Progress,R018421,User,429 Too Many Requests,Logged when the user has sent too many requests in a given amount of time ('rate limiting').
758,489965500,2012-04-10,U038465,161.209.191.163,9pnu3elx1.com,NORMAL,Completed Successfully,R021110,System,401 Unauthorized,Occurs when authentication is required and has failed or has not been provided yet.
494,450403077,2010-05-21,U039930,92.72.152.105,8n4x1z7qn5wjft.com,NORMAL,Pending,R073911,Network,405 Method Not Allowed,Occurs when a request method is not supported for the requested resource.
59,287882896,2022-10-22,U099055,119.126.254.69,v701mfi8cdwfyjc.com,DEBUG,Warning,R099050,Device,502 Bad Gateway,"Logged when the server, while acting as a gateway or proxy, received an invalid response from the upstream server."
259,177076679,2018-06-01,U030312,221.246.35.25,rre09fjhjn5.com,NORMAL,Queued,R018327,Database,401 Unauthorized,Occurs when authentication is required and has failed or has not been provided yet.
472,576656378,2018-05-19,U030379,10.68.157.35,l0e6y10ui48h.com,CRITICAL,Cancelled,R058378,Database,413 Payload Too Large,Occurs when the request entity is larger than limits defined by server; the server might close the connection or return a Retry-After header field.
512,899913712,2015-06-28,U069070,145.120.84.64,ufhpnxq12f.com,NORMAL,Queued,R029989,System,404 Not Found,Logs when a requested resource could not be found on the server. Commonly occurs when a URL is mistyped or a page has been removed.
578,910366474,2011-05-22,U072369,230.25.191.254,ky9dzbno.com,NORMAL,Pending,R037521,Security System,429 Too Many Requests,Logged when the user has sent too many requests in a given amount of time ('rate limiting').
458,855554331,2023-01-16,U052684,110.141.84.169,aryh42gpz3k.com,NORMAL,In Progress,R074493,Security System,413 Payload Too Large,Occurs when the request entity is larger than limits defined by server; the server might close the connection or return a Retry-After header field.
817,952043747,2014-08-16,U072094,188.200.109.1,rvfv5grc61kknx.com,ERROR,Warning,R000206,User,503 Service Unavailable,"Indicates that the server is not ready to handle the request, typically due to temporary overloading or maintenance."
73,171845460,2023-08-14,U015140,127.55.146.175,1yns9ryy9s9.com,ERROR,Failed,R031131,Application,404 Not Found,Logs when a requested resource could not be found on the server. Commonly occurs when a URL is mistyped or a page has been removed.
946,126298896,2022-08-13,U043607,104.149.22.138,6b7aah2pfbt.com,NORMAL,Pending,R098820,Device,403 Forbidden,Logged when the server understands the request but refuses to authorize it. This can be due to lack of access rights to the resource.
852,345941393,2013-02-15,U039544,64.98.46.186,kkb6xwkp.com,DEBUG,Failed,R042531,External Service,408 Request Timeout,Occurs when the server times out waiting for the request from the client.
923,746989399,2015-04-24,U035893,252.164.149.138,njktrq159tk.com,NORMAL,Completed Successfully,R083297,Database,405 Method Not Allowed,Occurs when a request method is not supported for the requested resource.
273,709653690,2020-09-11,U024525,170.220.204.45,az8jre34n.com,WARNING,Warning,R022968,Scheduler,406 Not Acceptable,Logged when the server cannot produce a response matching the list of acceptable values defined in the request's proactive content negotiation headers.
497,188884084,2019-12-14,U071074,158.239.146.173,2cztfxk.com,WARNING,Warning,R015082,Error Handler,406 Not Acceptable,Logged when the server cannot produce a response matching the list of acceptable values defined in the request's proactive content negotiation headers.
598,176330525,2013-08-23,U041581,127.133.0.15,tvdmuy9chs4o.com,NORMAL,Pending,R055963,Error Handler,412 Precondition Failed,Indicates that one or more conditions in the request header fields evaluated to false.
184,921291799,2013-07-22,U028045,66.67.165.133,aq5mai6h13695.com,NORMAL,Pending,R094611,Network,404 Not Found,Logs when a requested resource could not be found on the server. Commonly occurs when a URL is mistyped or a page has been removed.
350,359011436,2012-02-27,U009465,167.66.72.137,2o3jmis1ohc.com,NORMAL,Pending,R097020,Network,502 Bad Gateway,"Logged when the server, while acting as a gateway or proxy, received an invalid response from the upstream server."
848,186300853,2014-08-25,U054604,159.26.165.183,85mh28d1x8.com,DEBUG,Timed Out,R035734,Error Handler,503 Service Unavailable,"Indicates that the server is not ready to handle the request, typically due to temporary overloading or maintenance."
238,197885517,2020-10-22,U005498,184.36.15.210,7vlsxcgzvl1b.com,NORMAL,In Progress,R002795,User,401 Unauthorized,Occurs when authentication is required and has failed or has not been provided yet.
590,626973915,2010-11-22,U041946,240.212.59.138,nw9ndcff2.com,CRITICAL,Cancelled,R057435,External Service,502 Bad Gateway,"Logged when the server, while acting as a gateway or proxy, received an invalid response from the upstream server."
457,382180167,2023-06-30,U041548,22.16.41.100,hvpotn4ajwl.com,NORMAL,In Progress,R055903,User,404 Not Found,Logs when a requested resource could not be found on the server. Commonly occurs when a URL is mistyped or a page has been removed.
143,225382645,2014-03-19,U003448,238.28.34.255,izwux89nvjr9e.com,CRITICAL,Failed,R026753,Application,503 Service Unavailable,"Indicates that the server is not ready to handle the request, typically due to temporary overloading or maintenance."
315,703952135,2018-09-10,U018537,194.2.68.19,kr09n151nh.com,WARNING,Failed,R013950,Network,429 Too Many Requests,Logged when the user has sent too many requests in a given amount of time ('rate limiting').
817,742262261,2012-01-22,U097535,192.121.174.68,3dlb4h22mlnd8.com,NORMAL,Completed Successfully,R010714,Application,401 Unauthorized,Occurs when authentication is required and has failed or has not been provided yet.
619,405885440,2015-03-30,U090336,168.70.140.211,9e35ibh4.com,ERROR,Failed,R064719,System,403 Forbidden,Logged when the server understands the request but refuses to authorize it. This can be due to lack of access rights to the resource.
551,780606407,2010-08-27,U043019,176.52.218.73,m5pj8idj4zk.com,WARNING,Warning,R019759,Network,413 Payload Too Large,Occurs when the request entity is larger than limits defined by server; the server might close the connection or return a Retry-After header field.
799,779546491,2022-07-09,U079992,222.164.10.49,tlqwyh47c1ptpst.com,NORMAL,In Progress,R034553,Database,406 Not Acceptable,Logged when the server cannot produce a response matching the list of acceptable values defined in the request's proactive content negotiation headers.
821,374752852,2022-08-22,U007932,216.50.246.236,241c3d3t7pww.com,DEBUG,Warning,R034788,User,410 Gone,Indicates that the resource requested is no longer available and will not be available again.
592,656949514,2015-03-05,U058773,135.100.105.64,0iwsgtbarj8csjn.com,ERROR,Warning,R060017,System,401 Unauthorized,Occurs when authentication is required and has failed or has not been provided yet.
238,800665154,2012-05-02,U020093,108.245.255.93,mbkfx6skodt.com,NORMAL,Pending,R034068,Network,404 Not Found,Logs when a requested resource could not be found on the server. Commonly occurs when a URL is mistyped or a page has been removed.
507,598471402,2020-01-19,U035930,179.171.52.63,p98ykar3.com,NORMAL,In Progress,R019996,Network,504 Gateway Timeout,"Logged when the server, while acting as a gateway or proxy, did not receive a timely response from the upstream server."
24,640077559,2013-11-11,U002861,193.99.206.37,90cmd6wqwvjvo.com,ERROR,Failed,R064511,Database,408 Request Timeout,Occurs when the server times out waiting for the request from the client.
384,729864405,2017-06-23,U062213,181.62.28.170,kbi75t2.com,NORMAL,Queued,R001180,Device,412 Precondition Failed,Indicates that one or more conditions in the request header fields evaluated to false.
339,300687742,2018-05-30,U061999,254.239.86.80,9ghq2ui55.com,DEBUG,Timed Out,R029205,Error Handler,410 Gone,Indicates that the resource requested is no longer available and will not be available again.
650,895908003,2015-08-29,U012786,195.227.31.13,gokytzx1.com,NORMAL,Completed Successfully,R099547,Error Handler,404 Not Found,Logs when a requested resource could not be found on the server. Commonly occurs when a URL is mistyped or a page has been removed.
188,592235304,2016-03-04,U041072,144.100.129.146,5b86wf4cmmskbhk.com,NORMAL,Pending,R002187,System,502 Bad Gateway,"Logged when the server, while acting as a gateway or proxy, received an invalid response from the upstream server."
7,434541048,2024-01-11,U040212,245.54.109.108,jt0wtaka.com,INFO,In Progress,R066292,Error Handler,502 Bad Gateway,"Logged when the server, while acting as a gateway or proxy, received an invalid response from the upstream server."
408,978867880,2020-10-15,U058412,60.150.24.61,j4iq5cxsuk6k.com,ERROR,Failed,R070803,User,401 Unauthorized,Occurs when authentication is required and has failed or has not been provided yet.
9,762467749,2022-01-12,U080519,223.38.9.158,urwbq78atq.com,NORMAL,Completed Successfully,R016735,System,410 Gone,Indicates that the resource requested is no longer available and will not be available again.
588,106712902,2023-08-15,U075144,70.212.133.176,bvhmmlp6t.com,DEBUG,Warning,R041938,Error Handler,400 Bad Request,"Indicates that the server cannot or will not process the request due to a client error (e.g., malformed request syntax)."
119,304674961,2014-08-12,U047494,141.48.33.70,vp61qhqlwkk7qb.com,NORMAL,Pending,R028334,User,429 Too Many Requests,Logged when the user has sent too many requests in a given amount of time ('rate limiting').
434,792930383,2020-02-26,U017836,149.190.66.146,rzzz14kp257x23o.com,DEBUG,Failed,R020057,Database,400 Bad Request,"Indicates that the server cannot or will not process the request due to a client error (e.g., malformed request syntax)."
178,673064698,2020-06-19,U095252,198.63.151.133,iqb2b3l5vz3z.com,WARNING,Warning,R070513,System,406 Not Acceptable,Logged when the server cannot produce a response matching the list of acceptable values defined in the request's proactive content negotiation headers.
588,712061425,2020-08-14,U066383,184.154.233.197,byaw4n8.com,DEBUG,Failed,R020705,Device,412 Precondition Failed,Indicates that one or more conditions in the request header fields evaluated to false.
789,945943671,2018-03-09,U031926,116.220.36.139,e4akffyfe43.com,WARNING,Warning,R051154,Scheduler,413 Payload Too Large,Occurs when the request entity is larger than limits defined by server; the server might close the connection or return a Retry-After header field.
985,602245692,2017-06-12,U093908,38.57.21.33,qh2db1nx8bq05n.com,NORMAL,In Progress,R011417,Application,408 Request Timeout,Occurs when the server times out waiting for the request from the client.
849,304881397,2019-03-10,U095224,14.197.42.244,j21q7astay.com,NORMAL,Completed Successfully,R047644,External Service,401 Unauthorized,Occurs when authentication is required and has failed or has not been provided yet.
64,283989334,2020-06-03,U044404,9.77.175.42,cpaiwovq.com,NORMAL,Pending,R084795,Scheduler,410 Gone,Indicates that the resource requested is no longer available and will not be available again.
592,875965324,2011-07-06,U073389,150.0.234.19,trbkf8xxwqcmubg.com,NORMAL,Pending,R041801,User,400 Bad Request,"Indicates that the server cannot or will not process the request due to a client error (e.g., malformed request syntax)."
576,423211938,2021-03-20,U098675,251.20.221.31,9bcij5hjd6tjnx.com,NORMAL,Queued,R086148,Application,412 Precondition Failed,Indicates that one or more conditions in the request header fields evaluated to false.
87,883481896,2018-07-30,U079660,221.246.124.100,ye7qzmcr.com,NORMAL,Queued,R076801,Error Handler,408 Request Timeout,Occurs when the server times out waiting for the request from the client.
444,420765161,2014-03-23,U076138,54.88.84.141,t5nzqxf.com,NORMAL,Pending,R013705,Device,502 Bad Gateway,"Logged when the server, while acting as a gateway or proxy, received an invalid response from the upstream server."
470,629004018,2014-11-19,U054537,223.251.55.96,md14bcg.com,NORMAL,In Progress,R079901,Error Handler,500 Internal Server Error,Indicates a generic error message when the server encounters an unexpected condition that prevents it from fulfilling the request.
940,521066721,2012-06-28,U044094,66.12.18.255,gf7ngfdfn89zbuc.com,NORMAL,Queued,R018833,Application,401 Unauthorized,Occurs when authentication is required and has failed or has not been provided yet.
628,320692495,2022-08-20,U058296,11.222.139.44,vnv2w3p49ixalx.com,NORMAL,Queued,R050211,External Service,400 Bad Request,"Indicates that the server cannot or will not process the request due to a client error (e.g., malformed request syntax)."
